tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,Price,Years experience ,no of s project done
CSC000ETT16000001,INVITATION TO TENDER FOR THE PRODUCTION AND DELIVERY OF CORPORATE STATIONERY FOR CIVIL SERVICE COLLEGE FOR A PERIOD OF TWO YEARS (2) WITH AN OPTION TO EXTEND FOR ANOTHER ONE YEAR,Civil Service College,27-04-2016,Awarded to Suppliers,ONE NINE SEVEN SIX PTE. LTD.,11.8,2,2
CSC000ETT16000001,INVITATION TO TENDER FOR THE PRODUCTION AND DELIVERY OF CORPORATE STATIONERY FOR CIVIL SERVICE COLLEGE FOR A PERIOD OF TWO YEARS (2) WITH AN OPTION TO EXTEND FOR ANOTHER ONE YEAR,Civil Service College,27-04-2016,Awarded to Suppliers,SUNRIO (PTE) LTD,5.65,2,2
CSC000ETT16000001,INVITATION TO TENDER FOR THE PRODUCTION AND DELIVERY OF CORPORATE STATIONERY FOR CIVIL SERVICE COLLEGE FOR A PERIOD OF TWO YEARS (2) WITH AN OPTION TO EXTEND FOR ANOTHER ONE YEAR,Civil Service College,27-04-2016,Awarded to Suppliers,YOU BANG PTE. LTD.,0.78,2,2
CSC000ETT16000002,INVITATION TO TENDER FOR RESEARCH STUDY ON CITIZENS SATISFACTION OF KEY PUBLIC SERVICES FOR CIVIL SERVICE COLLEGE,Civil Service College,21-07-2016,Awarded to Suppliers,IPSOS PTE. LTD.,81422.2,2,2
CSC000ETT16000004,INVITATION TO TENDER FOR THE DESIGN AND DELIVERY OF COACHING SKILLS PROGRAMMES FOR MANAGERS,Civil Service College,14-07-2016,Awarded to Suppliers,ROFFEY PARK ASIA PACIFIC PTE. LTD.,408000,2,2
CSC000ETT16000005,Invitation to Tender for the Appointment of a Space Planner-cum-Interior Designer For The Provision of Space Planning-cum-Interior Designing & Multi-Disciplinary Consultancy Services Including Project Mgmt Services For The Refurbishment of Offices & Training Rooms,Civil Service College,28-06-2016,Awarded to Suppliers,ONE MARINA PROPERTY SERVICES PTE. LTD.,79000,2,2
CSC000ETT16000008,"INVITATION TO TENDER FOR THE DESIGN, DEVELOPMENT AND DEPLOYMENT OF E-LEARNING COURSEWARES FOR CIVIL SERVICE COLLEGE UNDER A PERIOD CONTRACT OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",Civil Service College,25-07-2016,Awarded to Suppliers,ENCORA TECHNOLOGIES PTE. LTD.,88578,2,2
CSC000ETT16000008,"INVITATION TO TENDER FOR THE DESIGN, DEVELOPMENT AND DEPLOYMENT OF E-LEARNING COURSEWARES FOR CIVIL SERVICE COLLEGE UNDER A PERIOD CONTRACT OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS",Civil Service College,25-07-2016,Awarded to Suppliers,WIZLEARN TECHNOLOGIES PTE. LTD.,64640,2,2
CSC000ETT16000009,Period Contract for the Provision of Graphic Recording Services for One Year with the Option to Extend for Another Year,Civil Service College,19-08-2016,Awarded to Suppliers,PICTURE PEOPLE PLAN PTE. LTD.,4450,2,2
CSC000ETT16000009,Period Contract for the Provision of Graphic Recording Services for One Year with the Option to Extend for Another Year,Civil Service College,19-08-2016,Awarded to Suppliers,PIVOTAL LEARNING PRIVATE LIMITED,2500,2,2
CSC000ETT16000009,Period Contract for the Provision of Graphic Recording Services for One Year with the Option to Extend for Another Year,Civil Service College,19-08-2016,Awarded to Suppliers,WELENIA STUDIOS,6592,2,2
CSC000ETT16000010,Invitation to Tender: Establishment of Period Contract for Consultancy Services for Civil Service College,Civil Service College,25-07-2016,Awarded to Suppliers,ACCENTURE PTE LTD,5200,2,2
CSC000ETT16000010,Invitation to Tender: Establishment of Period Contract for Consultancy Services for Civil Service College,Civil Service College,25-07-2016,Awarded to Suppliers,CHEMISTRY FORM PTE. LTD.,3960,2,2
CSC000ETT16000010,Invitation to Tender: Establishment of Period Contract for Consultancy Services for Civil Service College,Civil Service College,25-07-2016,Awarded to Suppliers,THINKPLACE SINGAPORE PTE. LTD.,4300,2,2
CSC000ETT16000012,Invitation to Tender for the Application Development and Maintenance of the TREX System for Civil Service College's Business Operations,Civil Service College,15-12-2016,Awarded to Suppliers,NEC ASIA PACIFIC PTE. LTD.,5086834.68,2,2
CSC000ETT16000014,"Invitation to Tender for Design, Development and Delivery of Immersive Learning Experiences for Civil Service Colleges Learning Programmes",Civil Service College,01-11-2016,Awarded to Suppliers,ROHEI CORPORATION PTE. LTD.,15611,2,2
CSC000ETT16000016,Invitation to Tender for the Provision of Services for the Development of a Content Strategy and Design of Learning Portals,Civil Service College,29-11-2016,Awarded to Suppliers,PEBBLEROAD PTE. LTD.,363000,2,2
CSC000ETT16000018,Invitation to Tender for the Appointment of Event Management Company for Behavioural Exchange Conference (BX2017) for Civil Service College,Civil Service College,14-12-2016,Awarded to Suppliers,EUREKA! CAMPAIGN ASSOCIATES PTE. LTD.,117125,2,2
CSC000ETT16000019,Invitation to Tender for the Replacement of Existing Intrusion Detection Security System (IDSS) Including Card Access Readers and Controllers to Support New SSID-Based Public Service Cards for Civil Service College,Civil Service College,21-12-2016,Awarded to Suppliers,IPS SECUREX PTE. LTD.,69348.01,2,2
CSC000ETT16000020,Invitation to Tender for the Non-Comprehensive Maintenance and End-User Support Services for Audio-Visual (AV) Systems in Civil Service College for Two (2) Years with an Option to Extend for Another One (1) Year,Civil Service College,19-12-2016,Awarded to Suppliers,NEC ASIA PACIFIC PTE. LTD.,117120,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,A-MOBILE PTE. LTD.,1,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,ACP OFFICE SUPPLIES PTE. LTD.,2,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,AGGASYS SOLUTIONS PTE. LTD.,5,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,Acer Computer (Singapore) Pte Ltd,2,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,AsiaPac Distribution Pte Ltd,3,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,BusinessIT Pte Ltd,11,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,DATA TERMINATOR PTE. LTD.,2,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,DELTEQ PTE LTD,13,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,Fuji Xerox Singapore Pte Ltd,2,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,JK Technology Pte Ltd,6,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,NCS PTE. LTD.,10,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,RFNET TECHNOLOGIES PTE LTD,4,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,RICOH (SINGAPORE) PTE LTD,1,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,S & I Systems Pte Ltd,8,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,ST ELECTRONICS (INFO-COMM SYSTEMS) PTE. LTD.,7,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,ST ELECTRONICS (INFO-SOFTWARE SYSTEMS) PTE. LTD.,10,2,2
DEF000ETT14000085,"PERIOD CONTRACT FOR THE SUPPLY AND LEASING OF PERSONAL COMPUTERS, NOTEBOOKS, TABLETS, SMARTPHONES, PRINTERS AND SCANNERS",Ministry of Defence,25-09-2015,Awarded to Suppliers,UIC Asian Computer Services Pte Ltd,10,2,2
DEF000ETT14000198,Supply of Aviation Fuel and related services for RSAF Overseas Deployments,Ministry of Defence,21-07-2015,Awarded to Suppliers,"ASSOCIATED ENERGY GROUP, INC.",3,2,2
DEF000ETT14000198,Supply of Aviation Fuel and related services for RSAF Overseas Deployments,Ministry of Defence,21-07-2015,Awarded to Suppliers,UNIVERSAL SINGAPORE AIRPORT SERVICES PTE LTD,3,2,2
DEF000ETT14000198,Supply of Aviation Fuel and related services for RSAF Overseas Deployments,Ministry of Defence,21-07-2015,Awarded to Suppliers,WORLD FUEL SERVICES (SINGAPORE) PTE LTD,3,2,2
DEF000ETT14000222,3+3 Year Period Contract for Supply of Pixelised Camouflage Uniforms,Ministry of Defence,28-08-2015,Awarded to Suppliers,KOLON GLOBAL CORPORATION,16945158,2,2
DEF000ETT14000225,FACILITATORS DEVELOPMENT PROGRAMME,Ministry of Defence,23-04-2015,Awarded to Suppliers,FACILITATORS NETWORK SINGAPORE PTE. LTD.,558000,2,2
DEF000ETT14000225,FACILITATORS DEVELOPMENT PROGRAMME,Ministry of Defence,23-04-2015,Awarded to Suppliers,ST ELECTRONICS (E-SERVICES) PTE. LTD.,99600,2,2
DEF000ETT14000249,"Conduct of Survey and Study on Radio Programmes (Tender Briefing on 21 August 2014, 3pm)",Ministry of Defence,16-07-2015,Awarded to No Suppliers,Unknown,0,2,2
DEF000ETT14000260,PERIOD CONTRACT FOR THE PROVISION OF RAD PLATFORM SOFTWARE LICENSES AND MAINTENANCE AND CONSULTANCY SERVICES,Ministry of Defence,10-04-2015,Awarded to Suppliers,DIMENSION DATA (SINGAPORE) PTE. LTD.,2,2,2
DEF000ETT14000260,PERIOD CONTRACT FOR THE PROVISION OF RAD PLATFORM SOFTWARE LICENSES AND MAINTENANCE AND CONSULTANCY SERVICES,Ministry of Defence,10-04-2015,Awarded to Suppliers,OUTSYSTEMS SINGAPORE PTE. LTD.,2,2,2
DEF000ETT14000261,Upgrading and Maintenance of National Cadet Corps Survival Village,Ministry of Defence,30-01-2015,Awarded to No Suppliers,Unknown,0,2,2
DEF000ETT14000269,"Fuel Uplift at Kalaikunda Air Force Station, Kolkata International Airport, and Fuel Uplift and Ground Handling Services at Phuket International Airport.",Ministry of Defence,06-10-2015,Awarded to Suppliers,UNIVERSAL SINGAPORE AIRPORT SERVICES PTE LTD,2852779.25,2,2
DEF000ETT14000269,"Fuel Uplift at Kalaikunda Air Force Station, Kolkata International Airport, and Fuel Uplift and Ground Handling Services at Phuket International Airport.",Ministry of Defence,06-10-2015,Awarded to Suppliers,WORLD FUEL SERVICES (SINGAPORE) PTE LTD,38129.75,2,2
DEF000ETT14000274,SUPPLY OF MOBILE SECURITY CAGES,Ministry of Defence,06-02-2015,Awarded to Suppliers,Tiong Hin Engineering Pte Ltd,56384,2,2
DEF000ETT14000297,PROVISION OF CATERING SERVICES FOR EXERCISES IN GERMANY. (NB: There is a non-compulsory site visit tentatively scheduled during the first week of November. Registration is required for the visit. Please fill up the form which is found in the tender document. Please submit by 15 Oct 14).,Ministry of Defence,13-04-2015,Awarded to Suppliers,SFI MANUFACTURING PRIVATE LIMITED,12686367.44,2,2
DEF000ETT14000303,"Fuel Uplift at Roesmin Nurjadin Airbase, Pekanbaru, Indonesia.",Ministry of Defence,06-10-2015,Awarded to No Suppliers,Unknown,0,2,2
DEF000ETT14000306,SUPPLY OF MICROSD CARD,Ministry of Defence,06-01-2015,Awarded to Suppliers,ST ELECTRONICS (TRAINING & SIMULATION SYSTEMS) PTE. LTD.,165151.8,2,2
DEF000ETT14000307,"Invitation to Tender for the supply of visual equipment, IT equipment, digital forensic equipment, software and services.",Ministry of Defence,30-04-2015,Awarded to Suppliers,DIMENSION DATA (SINGAPORE) PTE. LTD.,26582.11,2,2
DEF000ETT14000307,"Invitation to Tender for the supply of visual equipment, IT equipment, digital forensic equipment, software and services.",Ministry of Defence,30-04-2015,Awarded to Suppliers,NCS PTE. LTD.,113720,2,2
DEF000ETT14000307,"Invitation to Tender for the supply of visual equipment, IT equipment, digital forensic equipment, software and services.",Ministry of Defence,30-04-2015,Awarded to Suppliers,NEXIA TS TECHNOLOGY PTE. LTD.,1004,2,2
DEF000ETT14000308,REQUEST FOR PROPOSAL-MODULARISED MOBILE REPAIR TROLLEY,Ministry of Defence,13-03-2015,Awarded to No Suppliers,Unknown,0,2,2
DEF000ETT14000311,Publicity Campaign for Ship Naming Contest,Ministry of Defence,22-01-2015,Awarded to Suppliers,DENTSU SINGAPORE PTE LTD,21853,2,2
DEF000ETT14000325,Period Contract for C-130 Simulator Training,Ministry of Defence,16-01-2015,Awarded to Suppliers,CAE SINGAPORE (S.E.A.) PTE. LTD.,95763.95,2,2
DEF000ETT14000333,COMPETITIVE COMBAT SHOOTING COACHING COURSE AND SHOOTING CLINIC,Ministry of Defence,05-01-2015,Awarded to Suppliers,PENTA-KOHDEN MARKETING PTE LTD,88000,2,2
DEF000ETT14000335,HISTORY STUDY TOUR AND LECTURE,Ministry of Defence,26-01-2015,Awarded to Suppliers,SINGAPORE HISTORY CONSULTANTS PTE. LTD.,101220,2,2
DEF000ETT14000336,"Provision of Online Engagement, Public Relations and Creative Services for National Day Parade 15",Ministry of Defence,22-01-2015,Awarded to Suppliers,HAPPY TABLE PRODUCTIONS PTE. LTD.,133160,2,2
DEF000ETT14000340,Shipment of Cargo to/from Australia,Ministry of Defence,07-01-2015,Awarded to Suppliers,INTERSWIFT MOVING AND STORAGE PTE. LTD.,204102,2,2
DEF000ETT14000354,Dismantling and Disposal of Simulator System,Ministry of Defence,05-03-2015,Awarded to Suppliers,SUNLAND RAJ CONSTRUCTION PTE. LTD.,23000,2,2
DEF000ETT14000361,Vehicle Support Services for In-camp training,Ministry of Defence,09-12-2015,Awarded to Suppliers,CUBIC DEFENCE NEW ZEALAND LIMITED,1293086,2,2
DEF000ETT14000362,PROVISION OF TRAVEL RELATED SERVICES FOR OVERSEAS STUDY VISIT TO MALAYSIA AND INDONESIA,Ministry of Defence,27-01-2015,Awarded to Suppliers,Safe2Travel Pte Ltd,74622,2,2
DEF000ETT14000366,Logistics Support for SAF Training Institute,Ministry of Defence,30-10-2015,Awarded to Suppliers,ST Logistics Pte. Ltd.,1004448,2,2
DEF000ETT14000374,"SUPPLY OF HOLDING JIG, ALIGNMENT JIG AND TROLLEY (SEE ATTACHMENT FOR DETAILS)",Ministry of Defence,25-03-2015,Awarded to No Suppliers,Unknown,0,2,2
DEF000ETT14000378,Provision of Taxi Services,Ministry of Defence,06-05-2015,Awarded to No Suppliers,Unknown,0,2,2
DEF000ETT14000382,Provision of Venue and Catering Services,Ministry of Defence,26-01-2015,Awarded to Suppliers,ORCHID COUNTRY CLUB,36410,2,2
DEF000ETT14000383,Provision of Venue and Dinner,Ministry of Defence,19-01-2015,Awarded to Suppliers,SENTOSA BEACH RESORT PTE LTD,9719.71,2,2
DEF000ETT14000388,Provision of Funpack Bags for National Day Parade 2015,Ministry of Defence,20-04-2015,Awarded to Suppliers,CINDI CLASSIQUE PTE LTD,3417750,2,2
DEF000ETT15000001,Travel Related Services in Germany,Ministry of Defence,12-03-2015,Awarded to Suppliers,PACIFIC ARENA PTE. LTD.,304909.61,2,2
DEF000ETT15000001,Travel Related Services in Germany,Ministry of Defence,12-03-2015,Awarded to Suppliers,Transinex Pte Ltd,26520,2,2
DEF000ETT15000005,EMERGENCY AIRWAY MANAGEMENT COURSE,Ministry of Defence,20-05-2015,Awarded to Suppliers,NATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD,252000,2,2
DEF000ETT15000008,BASIC COACHING AND FACILITATION COURSE,Ministry of Defence,24-03-2015,Awarded to Suppliers,WAND INSPIRATION NETWORK PTE. LTD.,2247000,2,2
DEF000ETT15000011,Provision of Power Supply,Ministry of Defence,26-03-2015,Awarded to Suppliers,UNITED POWER & RESOURCES PTE. LTD.,2600530.25,2,2
DEF000ETT15000012,"Fuel Support in Victoria, Australia.",Ministry of Defence,16-02-2015,Awarded to No Suppliers,Unknown,0,2,2
DEF000ETT15000013,Provision of Bag and Souvenirs,Ministry of Defence,19-03-2015,Awarded to Suppliers,CINDI CLASSIQUE PTE LTD,187650,2,2
DEF000ETT15000017,"Construction of Stage Set, Support Towers and Supporting Structures",Ministry of Defence,17-04-2015,Awarded to Suppliers,CITYNEON EVENTS PTE. LTD.,719980,2,2
DEF000ETT15000017,"Construction of Stage Set, Support Towers and Supporting Structures",Ministry of Defence,17-04-2015,Awarded to Suppliers,PICASSO PRODUCTIONS PTE. LTD.,295000,2,2
DEF000ETT15000017,"Construction of Stage Set, Support Towers and Supporting Structures",Ministry of Defence,17-04-2015,Awarded to Suppliers,Pico Art International Pte Ltd,9802288.15,2,2
DEF000ETT15000023,Refuelling Services in Malaysia and Thailand.,Ministry of Defence,09-10-2015,Awarded to Suppliers,WORLD FUEL SERVICES (SINGAPORE) PTE LTD,49490.99,2,2
DEF000ETT15000024,Period Contract for F50 Simulator Training,Ministry of Defence,17-06-2015,Awarded to Suppliers,CAE SINGAPORE (S.E.A.) PTE. LTD.,1045692.18,2,2
DEF000ETT15000025,Engagement of an Events Planning and Management Service Provider,Ministry of Defence,04-06-2015,Awarded to Suppliers,CITYNEON EVENTS PTE. LTD.,4011735,2,2
DEF000ETT15000030,PROVISION OF PUBLIC ADDRESS AND SOUND SYSTEM,Ministry of Defence,24-04-2015,Awarded to Suppliers,Showtec Communications Pte Ltd,982280,2,2
DEF000ETT15000031,ADVENTURE BASED LEADERSHIP TRAINING IN SINGAPORE,Ministry of Defence,20-05-2015,Awarded to No Suppliers,Unknown,0,2,2
DEF000ETT15000032,Leasing of Show Communication System and Supply of Earpieces,Ministry of Defence,25-03-2015,Awarded to Suppliers,RIEDEL COMMUNICATIONS GMBH & CO. KG,598415.8,2,2
DEF000ETT15000038,MULTIMEDIA SHOW CONTROL SYSTEM,Ministry of Defence,27-03-2015,Awarded to Suppliers,THE SHOW COMPANY PTE LTD,680000,2,2
DEF000ETT15000043,PROVISION OF EVENT MANAGEMENT SERVICES,Ministry of Defence,26-03-2015,Awarded to Suppliers,AVIVAR AUDIENCE COMMUNICATIONS PTE. LTD.,86540,2,2
DEF000ETT15000048,Rental of Costumes and Props,Ministry of Defence,03-06-2015,Awarded to Suppliers,CUSTOMADE COSTUME & MERCHANDISE PTE. LTD.,54008,2,2
DEF000ETT15000048,Rental of Costumes and Props,Ministry of Defence,03-06-2015,Awarded to Suppliers,ESTA PTE. LTD.,334700,2,2
DEF000ETT15000048,Rental of Costumes and Props,Ministry of Defence,03-06-2015,Awarded to Suppliers,GLOBAL MASCOT PTE. LTD.,17335,2,2
DEF000ETT15000048,Rental of Costumes and Props,Ministry of Defence,03-06-2015,Awarded to Suppliers,INT SUPPLY PTE. LTD.,9750,2,2
DEF000ETT15000048,Rental of Costumes and Props,Ministry of Defence,03-06-2015,Awarded to Suppliers,JOAN WALKER PTE. LTD.,228000,2,2
DEF000ETT15000048,Rental of Costumes and Props,Ministry of Defence,03-06-2015,Awarded to Suppliers,MOEPHOSIS CONCEPTS PTE. LTD.,20820,2,2
DEF000ETT15000048,Rental of Costumes and Props,Ministry of Defence,03-06-2015,Awarded to Suppliers,P'ART 1 DESIGN PTE LTD,199806,2,2
DEF000ETT15000053,Rental of Large Props,Ministry of Defence,09-06-2015,Awarded to Suppliers,P'ART 1 DESIGN PTE LTD,69200,2,2
DEF000ETT15000053,Rental of Large Props,Ministry of Defence,09-06-2015,Awarded to Suppliers,Q'S ADVERTISING PTE. LTD.,641800,2,2
DEF000ETT15000055,"SUPPLY OF IT EQUIPMENT, SOFTWARE AND SERVICES",Ministry of Defence,29-05-2015,Awarded to Suppliers,AFTERSHOCK PC PTE. LTD.,44149.53,2,2
DEF000ETT15000055,"SUPPLY OF IT EQUIPMENT, SOFTWARE AND SERVICES",Ministry of Defence,29-05-2015,Awarded to Suppliers,NCS PTE. LTD.,25495.32,2,2
